,clust,Balance,Qual_miles,cc1_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award
2176,8,194875,0,1,7550,6,1050,3,3831,1
2177,3,206155,0,4,28447,17,0,0,3848,0
2178,1,35425,0,1,4125,19,0,0,3834,0
2179,1,161579,0,1,7688,21,5688,20,3811,0
2180,8,11314,1000,1,741,4,0,0,3845,1
2181,3,119531,0,5,60503,43,250,1,4002,0
2182,8,48433,0,1,4300,5,800,3,3673,1
2183,1,10872,0,1,4500,27,0,0,3882,0
2184,1,109268,0,2,7401,17,750,1,4034,0
2185,1,105160,0,3,20458,21,0,0,3732,0
2186,2,90919,0,4,44430,17,0,0,3739,1
2187,8,50230,0,1,4149,9,800,4,3727,1
2188,1,74538,0,3,18835,21,0,0,2726,0
2189,8,4606,0,1,4320,6,0,0,3501,1
2190,1,61617,0,2,23495,13,0,0,3972,0
2191,1,15275,0,1,75,2,0,0,2761,0
2192,1,112891,0,1,500,1,500,1,3909,0
2193,8,41176,0,1,7624,7,2624,4,3729,1
2194,8,81251,0,1,19500,6,0,0,3958,1
2195,1,18142,0,1,220,4,0,0,3638,0
2196,2,16200,0,4,40455,17,0,0,3840,1
2197,1,8913,0,1,2050,10,50,1,3630,0
2198,2,14372,0,2,9042,13,0,0,3557,1
2199,2,77965,0,4,41126,33,2683,7,3120,1
2200,1,12271,500,2,7684,15,1000,2,4219,0
2201,2,49874,0,4,39976,13,0,0,4293,1
2202,8,35445,0,1,3379,9,0,0,4198,1
2203,1,91755,0,1,5026,8,751,3,2676,0
2204,2,33753,0,3,14961,14,500,1,3335,1
2205,3,53750,0,3,23135,14,0,0,3736,0
2206,8,110132,0,1,19000,5,0,0,3271,1
2207,1,12221,0,1,511,4,0,0,3692,0
2208,1,65519,0,1,0,0,0,0,4150,0
2209,8,47291,0,1,1350,4,350,3,2336,1
2210,3,124564,0,3,11026,13,0,0,3840,0
2211,2,24111,0,2,9374,16,0,0,3802,1
2212,8,35801,0,1,3337,13,0,0,3743,1
2213,8,150972,0,1,2700,3,700,2,3645,1
2214,8,292023,0,1,14125,12,3250,7,3683,1
2215,1,47090,0,1,0,0,0,0,3726,0
2216,8,1300,0,1,454,11,0,0,3691,1
2217,8,109103,2370,1,19600,27,7600,24,3739,1
2218,8,101057,0,1,13650,11,2150,9,3600,1
2219,1,20900,0,1,1000,1,0,0,3685,0
2220,1,46607,0,1,0,0,0,0,3727,0
2221,1,33017,0,1,1069,7,250,1,3814,0
2222,2,30729,0,3,16456,15,0,0,3795,1
2223,1,35546,0,1,3376,10,0,0,3739,0
2224,1,7845,0,1,265,3,0,0,3508,0
2225,8,25788,0,1,4650,13,4650,13,3687,1
2226,8,13543,0,1,1443,7,423,2,3811,1
2227,1,16618,0,1,897,5,0,0,3620,0
2228,1,11548,0,1,1634,7,0,0,3837,0
2229,1,22181,0,1,6245,15,0,0,3656,0
2230,3,222312,0,4,29039,17,0,0,3721,0
2231,1,25080,0,1,2060,12,0,0,3795,0
2232,8,17964,0,1,5030,23,0,0,3783,1
2233,3,155385,0,3,15267,12,0,0,3624,0
2234,1,3977,0,1,0,0,0,0,3593,0
2235,1,14620,0,1,0,0,0,0,2833,0
2236,1,46882,0,1,0,0,0,0,3701,0
2237,1,3350,0,1,65,3,0,0,3540,0
2238,1,3049,0,1,0,0,0,0,3613,0
2239,1,32377,0,1,250,2,250,2,3515,0
2240,8,9396,0,1,860,5,350,2,3588,1
2241,2,102669,0,2,6760,14,306,2,3265,1
2242,8,26745,0,1,17547,9,0,0,3664,1
2243,2,120576,0,4,36635,14,0,0,3823,1
2244,1,7658,0,1,300,1,0,0,3231,0
2245,8,11136,0,1,100,1,0,0,3571,1
2246,3,168778,0,5,57060,20,500,1,3326,0
2247,3,124979,0,3,14267,14,0,0,3720,0
2248,1,35659,0,1,1102,9,0,0,3533,0
2249,3,55996,867,3,12165,14,0,0,3582,0
2250,2,65904,0,4,47224,35,5350,18,3655,1
2251,3,125679,0,3,68151,27,650,1,3683,0
2252,3,235312,0,5,56685,16,0,0,3476,0
2253,1,64414,0,1,1952,12,0,0,2395,0
2254,8,34204,0,1,16862,9,1700,5,3596,1
2255,1,22384,0,1,0,0,0,0,3676,0
2256,1,13381,0,1,1150,2,150,1,3312,0
2257,8,10959,0,1,500,1,0,0,3469,1
2258,1,28607,0,1,5943,5,0,0,2895,0
2259,1,30686,0,1,6161,2,0,0,3596,0
2260,1,8260,0,1,700,2,0,0,3673,0
2261,3,61584,0,4,27937,14,0,0,3783,0
2262,1,141594,0,2,30565,16,0,0,3776,0
2263,8,114549,0,1,5000,4,1000,2,3760,1
2264,2,64153,0,3,23563,19,0,0,3575,1
2265,1,10000,0,1,790,3,0,0,3564,0
2266,8,21839,0,1,853,3,119,1,3638,1
2267,10,182704,5513,1,5850,12,3100,10,3820,1
2268,3,92551,0,3,13755,13,500,1,3895,0
2269,2,49353,0,4,34656,14,0,0,3540,1
2270,8,21843,0,1,1411,9,0,0,3177,1
2271,1,34072,0,1,500,1,0,0,3879,0
2272,2,72962,0,4,28055,16,0,0,3869,1
2273,3,99502,0,3,19678,28,600,2,4182,0
2274,2,13250,0,3,17778,14,0,0,3861,1
2275,3,98232,0,5,56687,14,500,1,3867,0
2276,2,98895,0,4,89709,17,500,1,3854,1
2277,8,119340,1000,1,400,5,400,5,3855,1
2278,1,30171,0,1,15370,13,0,0,3853,0
2279,1,105957,0,1,4881,12,0,0,3859,0
2280,1,22548,0,1,3225,9,0,0,3852,0
2281,2,89761,0,3,11965,13,0,0,3845,1
2282,1,65263,0,1,22500,4,0,0,3844,0
2283,3,128456,0,5,70125,28,0,0,3764,0
2284,1,35203,0,1,1800,16,1800,16,3832,0
2285,1,62023,0,1,750,4,550,1,3819,0
2286,1,44197,0,1,2500,1,0,0,3831,0
2287,3,104245,0,4,45589,14,0,0,3810,0
2288,3,252520,0,4,43392,17,500,1,3818,0
2289,1,85496,0,1,2799,7,2711,6,3820,0
2290,8,49874,0,1,7200,9,1700,4,3817,1
2291,3,109649,0,3,22136,13,0,0,3812,0
2292,2,34379,0,3,13051,20,150,1,3805,1
2293,8,56688,0,1,3550,10,1050,9,3812,1
2294,2,48970,0,4,30872,14,0,0,3817,1
2295,2,70789,0,5,76661,29,150,1,3810,1
2296,1,24277,0,2,5330,5,0,0,3796,0
2297,2,20308,0,3,19526,13,0,0,3797,1
2298,3,111041,0,3,10252,12,0,0,3875,0
2299,1,27904,0,2,6622,17,0,0,3793,0
2300,1,128620,0,2,7747,12,0,0,3789,0
2301,2,65340,2454,3,33795,11,500,1,3775,1
2302,1,27135,0,1,4908,11,0,0,3783,0
2303,1,32898,0,1,1000,1,0,0,3777,0
2304,3,196922,0,4,40170,18,0,0,3755,0
2305,3,196175,0,4,33886,13,0,0,3775,0
2306,1,11457,0,1,705,3,0,0,3767,0
2307,3,175344,0,4,40152,19,0,0,3770,0
2308,2,5154,0,5,54657,28,0,0,3769,1
2309,8,13232,0,1,8668,16,0,0,3753,1
2310,8,88232,0,1,11550,5,550,3,3729,1
2311,2,75526,0,4,46421,14,0,0,3712,1
2312,1,53935,0,1,0,0,0,0,3743,0
2313,1,18402,0,1,0,0,0,0,3746,0
2314,1,24784,0,1,100,1,0,0,3729,0
2315,3,62903,0,3,16434,13,0,0,3732,0
2316,2,80272,0,4,34744,14,550,2,3728,1
2317,1,10458,0,1,10458,12,0,0,3726,0
2318,2,188184,0,4,32170,13,0,0,3707,1
2319,3,83524,0,4,43152,18,0,0,3694,0
2320,1,10794,0,1,0,0,0,0,3712,0
2321,1,49807,0,2,6393,20,0,0,3718,0
2322,2,18266,0,3,12254,15,0,0,3713,1
2323,3,87851,0,4,28969,17,0,0,4026,0
2324,1,32991,0,1,1230,6,0,0,3693,0
2325,1,28677,0,1,215,3,0,0,3699,0
2326,3,103809,0,3,16776,14,0,0,3699,0
2327,8,417,0,1,3000,1,0,0,3670,1
2328,2,8859,0,3,11998,13,0,0,3690,1
2329,1,26896,0,1,5364,15,0,0,3685,0
2330,1,16986,0,1,0,0,0,0,3676,0
2331,2,25530,0,3,25131,17,0,0,3677,1
2332,3,77067,0,4,40129,15,0,0,3671,0
2333,1,6350,0,1,0,0,0,0,3657,0
2334,2,76118,0,5,79154,41,1992,2,3621,1
2335,1,40420,0,2,8649,14,0,0,3651,0
2336,2,30178,0,3,14422,15,0,0,3656,1
2337,1,15088,0,1,0,0,0,0,3650,0
2338,2,138020,0,3,16449,17,500,1,3637,1
2339,2,27310,0,3,15537,16,500,1,3623,1
2340,1,109131,0,3,17481,17,150,1,3622,0
2341,2,35356,0,3,18520,15,300,1,3637,1
2342,1,33466,0,1,355,3,0,0,3592,0
2343,3,350608,0,4,50988,26,2643,5,3630,0
2344,8,42107,888,1,3600,4,1000,2,3607,1
2345,2,74796,0,3,19710,15,400,1,3616,1
2346,2,26129,0,3,20265,17,0,0,3629,1
2347,1,30893,0,1,0,0,0,0,3623,0
2348,1,9445,0,1,1000,2,1000,2,3613,0
2349,1,52965,0,1,500,1,0,0,3606,0
2350,2,19516,0,3,17696,16,0,0,3593,1
2351,3,106378,0,4,56007,14,0,0,3607,0
2352,2,22201,0,4,51278,16,350,1,3602,1
2353,3,73378,0,3,13607,14,0,0,3599,0
2354,1,50193,0,1,12263,3,0,0,3596,0
2355,1,165144,0,3,24156,14,0,0,3581,0
2356,1,53556,0,1,0,0,0,0,3575,0
2357,2,18387,0,4,40560,19,800,2,3588,1
2358,2,28577,0,4,48564,14,0,0,3586,1
2359,3,55417,0,4,37127,31,0,0,3575,0
2360,3,142244,0,3,12325,13,0,0,3578,0
2361,1,23139,0,2,8156,14,0,0,3578,0
2362,2,146232,0,5,83783,19,375,1,3566,1
2363,1,35323,0,1,1875,8,0,0,3553,0
2364,4,108081,0,5,217006,24,0,0,3567,1
2365,1,1021,0,1,100,1,0,0,3553,0
2366,2,120345,0,4,38323,17,650,2,3544,1
2367,2,11593,0,2,9055,16,0,0,3558,1
2368,1,68180,0,1,2044,9,0,0,3550,0
2369,1,26605,0,1,3704,11,0,0,3543,0
2370,1,17920,0,1,3250,18,0,0,3546,0
2371,1,85156,0,1,133,5,0,0,3550,0
2372,1,9005,0,1,520,1,0,0,3531,0
2373,2,55404,0,2,10613,15,500,1,3531,1
2374,1,42584,0,1,841,6,0,0,3526,0
2375,8,92843,0,1,27650,29,9150,26,3530,1
2376,2,51082,0,4,40878,13,0,0,3524,1
2377,1,18727,0,1,0,0,0,0,3524,0
2378,3,212029,0,4,43162,19,0,0,3518,0
2379,8,48806,0,1,12600,10,2500,8,3502,1
2380,1,15610,0,1,0,0,0,0,3508,0
2381,8,46876,0,1,9680,7,0,0,3498,1
2382,1,14075,0,1,4286,15,0,0,3513,0
2383,8,59895,0,1,10500,4,0,0,3497,1
2384,1,25936,0,1,0,0,0,0,3495,0
2385,1,134318,0,1,333,3,258,1,3488,0
2386,1,32807,0,1,17259,4,0,0,3482,0
2387,2,38591,0,2,11039,18,0,0,3488,1
2388,1,48958,0,3,24430,5,0,0,3483,0
2389,1,10710,0,1,1000,1,0,0,3460,0
2390,2,60349,0,2,10350,18,0,0,3468,1
2391,1,9453,0,1,2585,5,0,0,3463,0
2392,3,60867,0,4,41345,18,0,0,3454,0
2393,1,27590,0,1,100,1,0,0,3455,0
2394,1,100069,0,3,18745,13,0,0,3454,0
2395,1,27820,0,1,3005,11,0,0,3454,0
2396,1,20503,0,1,520,3,0,0,3445,0
2397,1,137371,0,1,4977,6,1977,4,3447,0
2398,2,12950,0,2,12798,18,195,1,3432,1
2399,2,25207,957,2,6883,13,0,0,3440,1
2400,1,17088,0,1,0,0,0,0,3510,0
2401,2,24100,0,3,26674,23,2300,7,3421,1
2402,2,101632,0,4,48658,14,0,0,3432,1
2403,2,233449,0,3,21274,18,0,0,3419,1
2404,1,45257,0,1,3625,7,0,0,3417,0
2405,1,626,0,1,626,1,0,0,3393,0
2406,1,18272,0,1,2920,5,0,0,3405,0
2407,1,10756,0,1,1375,4,0,0,3104,0
2408,1,161281,0,1,6321,8,175,1,3399,0
2409,1,75680,0,3,23159,14,0,0,3397,0
2410,1,59839,0,3,26962,18,0,0,3404,0
2411,2,201259,0,4,40755,34,0,0,3398,1
2412,2,101772,0,3,26480,17,1000,2,3396,1
2413,6,190674,4704,5,104159,33,4754,15,3396,1
2414,8,1452,0,1,2375,5,0,0,3396,1
2415,1,30902,0,1,4175,12,50,1,3384,0
2416,2,65458,1000,3,28356,24,1100,3,3382,1
2417,3,114067,0,4,42569,23,0,0,3336,0
2418,3,93371,0,4,55338,20,0,0,3382,0
2419,1,20207,0,1,3033,12,0,0,3370,0
2420,2,41040,0,5,66292,14,200,2,3372,1
2421,1,41062,0,1,8275,11,0,0,3356,0
2422,3,208825,0,4,42007,23,0,0,3369,0
2423,1,81087,0,3,18971,12,0,0,3362,0
2424,1,14336,0,1,0,0,0,0,3349,0
2425,2,29929,0,3,18032,17,150,1,3344,1
2426,1,121390,0,1,8500,4,0,0,3342,0
2427,8,23226,0,1,2236,2,0,0,3343,1
2428,2,451294,0,3,45907,22,500,1,3347,1
2429,1,68012,0,1,247,3,0,0,3342,0
2430,1,23589,0,1,0,0,0,0,3336,0
2431,1,35033,0,1,1000,1,0,0,2913,0
2432,1,19860,0,1,1500,5,0,0,3281,0
2433,1,49588,0,1,4960,14,100,1,3299,0
2434,2,111442,0,4,30368,19,0,0,3392,1
2435,3,87402,0,4,41685,21,0,0,3306,0
2436,10,21875,7558,3,12398,15,0,0,3299,1
2437,3,71459,0,4,36608,28,1020,3,3312,0
2438,8,34049,0,1,2030,8,0,0,3306,1
2439,8,39759,0,1,100,1,100,1,3278,1
2440,1,64138,0,3,22089,19,0,0,3257,0
2441,2,83811,0,4,25936,15,500,1,3281,1
2442,1,51864,0,2,6795,13,0,0,3279,0
2443,2,168886,0,5,66859,21,200,1,3285,1
2444,1,51730,0,1,2875,16,0,0,3264,0
2445,2,118141,0,4,46521,11,0,0,3259,1
2446,2,76060,0,4,33424,30,0,0,3263,1
2447,1,25316,0,1,0,0,0,0,3258,0
2448,2,16859,0,4,64109,45,4822,9,3266,1
2449,1,42236,0,1,8639,10,8389,9,3259,0
2450,1,3446,0,1,0,0,0,0,3245,0
2451,1,26119,0,1,3189,6,0,0,3257,0
2452,2,136732,0,5,87549,20,0,0,3252,1
2453,1,14554,0,1,0,0,0,0,3237,0
2454,2,165203,0,4,36666,20,0,0,3239,1
2455,2,76513,0,4,45265,16,0,0,3235,1
2456,2,137076,0,5,61276,24,1600,4,3225,1
2457,1,11952,0,1,0,0,0,0,3244,0
2458,8,44742,0,1,2500,1,0,0,3217,1
2459,1,94022,0,1,2585,14,0,0,3222,0
2460,1,29287,0,1,0,0,0,0,3216,0
2461,3,199273,0,5,58457,14,0,0,3217,0
2462,3,114868,0,4,45996,22,0,0,3204,0
2463,2,37335,0,3,19507,17,0,0,3202,1
2464,1,45522,0,3,10728,13,0,0,3197,0
2465,3,66524,0,4,34682,23,0,0,3188,0
2466,1,38411,0,1,500,1,500,1,3190,0
2467,8,38137,0,1,11050,3,50,1,3182,1
2468,1,22077,0,1,1385,4,0,0,3187,0
2469,8,65784,0,1,10953,50,0,0,3169,1
2470,1,95916,0,3,11845,11,0,0,3182,0
2471,1,122164,0,2,9944,16,0,0,3182,0
2472,2,307149,2562,4,58008,19,650,2,3173,1
2473,3,200089,4727,5,75019,21,300,2,3166,0
2474,3,161453,0,3,38956,44,0,0,3158,0
2475,3,135568,0,4,40051,21,0,0,3166,0
2476,1,98339,0,3,16336,13,0,0,3145,0
2477,2,26103,0,3,13692,18,0,0,3151,1
2478,1,11133,0,1,0,0,0,0,3147,0
2479,2,7011,0,3,19791,16,0,0,3152,1
2480,1,177232,0,3,14787,13,0,0,3137,0
2481,2,29298,0,3,24656,13,0,0,3141,1
2482,2,35304,0,4,30532,13,0,0,3131,1
2483,1,14952,0,1,250,1,250,1,3099,0
2484,1,163315,0,1,8035,29,0,0,3120,0
2485,1,23649,0,1,3250,16,0,0,3176,0
2486,8,4460,0,1,4741,14,1816,1,3113,1
2487,1,169794,0,3,22824,19,767,2,3119,0
2488,1,23781,0,1,50,1,50,1,3085,0
2489,2,704113,0,5,98119,23,0,0,3082,1
2490,2,34942,0,3,19016,13,0,0,3089,1
2491,1,5970,0,1,1000,1,0,0,3091,0
2492,8,192246,0,1,3170,5,500,1,3083,1
2493,2,34103,0,3,34630,16,0,0,3115,1
2494,1,142152,0,3,19464,13,0,0,3088,0
2495,1,12713,0,1,0,0,0,0,3077,0
2496,1,28848,0,1,0,0,0,0,3069,0
2497,1,10940,0,1,0,0,0,0,3062,0
2498,1,24372,0,1,255,1,255,1,3064,0
2499,8,29005,0,1,90,3,0,0,3060,1
2500,3,215155,0,5,57130,15,0,0,3069,0
2501,10,30062,5368,1,7373,10,4373,8,3057,1
2502,1,13117,0,1,1972,3,0,0,3027,0
2503,2,86341,0,3,20991,16,0,0,3053,1
2504,8,142810,0,1,8000,4,0,0,3049,1
2505,2,8399,0,3,21136,13,0,0,3052,1
2506,3,120622,0,4,25675,14,500,1,3040,0
2507,1,86150,0,1,7600,34,100,1,3011,0
2508,2,14079,0,2,6503,16,0,0,2999,1
2509,2,10036,0,3,13959,16,0,0,3030,1
2510,8,80737,0,1,2845,5,150,1,3028,1
2511,1,25435,0,1,7147,32,0,0,3027,0
2512,8,241165,0,1,1700,3,200,2,3000,1
2513,3,85826,0,4,33678,29,0,0,3026,0
2514,2,654,0,3,14967,10,0,0,3022,1
2515,1,11525,0,1,0,0,0,0,3008,0
2516,1,40204,0,1,850,3,350,2,3006,0
2517,1,22963,0,1,0,0,0,0,2998,0
2518,8,47165,0,1,4545,4,0,0,2992,1
2519,2,103240,0,4,44627,29,50,1,2993,1
2520,1,61737,0,2,6789,12,0,0,2921,0
2521,1,25766,0,1,2548,16,100,2,2973,0
2522,2,147090,0,4,35511,31,1800,16,2927,1
2523,1,79333,0,1,1500,3,1500,3,2977,0
2524,1,4923,0,1,305,2,0,0,2985,0
2525,2,56687,0,4,48989,28,0,0,2973,1
2526,3,326704,0,4,37408,19,0,0,2962,0
2527,1,45149,0,1,21292,10,0,0,2949,0
2528,8,57477,0,1,2607,4,0,0,3038,1
2529,1,48265,0,1,1000,1,0,0,2951,0
2530,1,34249,0,1,4100,12,0,0,2951,0
2531,3,210491,0,4,48287,18,0,0,2958,0
2532,2,25671,0,2,10513,12,0,0,2945,1
2533,2,191583,0,3,25675,18,0,0,2950,1
2534,2,90332,0,2,12845,25,0,0,2927,1
2535,2,53532,0,4,30808,18,0,0,2927,1
2536,1,71507,0,1,3750,6,0,0,2934,0
2537,1,35196,0,1,0,0,0,0,2922,0
2538,1,30034,0,1,15816,6,0,0,2908,0
2539,2,47787,0,4,47223,21,450,1,2921,1
2540,1,46967,0,1,2000,9,0,0,2888,0
2541,8,103615,0,1,13668,15,1300,11,2896,1
2542,1,5110,0,1,0,0,0,0,2901,0
2543,3,128927,0,5,61165,14,0,0,2882,0
2544,1,5000,0,1,5000,1,0,0,2893,0
2545,1,126701,0,3,20636,15,0,0,2878,0
2546,1,34855,0,1,230,3,0,0,2882,0
2547,1,34464,0,2,5312,5,0,0,2886,0
2548,2,86638,0,4,45861,13,0,0,2867,1
2549,2,140398,0,5,118013,26,1100,4,2972,1
2550,1,65812,0,1,185,2,0,0,2854,0
2551,1,34177,1754,2,7072,16,350,1,2867,0
2552,1,58195,0,3,24808,13,0,0,2838,0
2553,2,34781,0,3,11270,12,0,0,2859,1
2554,2,22457,0,3,17579,15,0,0,2858,1
2555,1,19996,0,1,500,1,0,0,3217,0
2556,1,26256,0,1,2000,9,0,0,2847,0
2557,8,42966,0,1,7734,6,0,0,2840,1
2558,1,3129,0,1,0,0,0,0,2840,0
2559,3,138008,5368,4,34178,14,200,1,2962,0
2560,8,9611,0,1,2250,3,0,0,2845,1
2561,2,40702,0,4,39897,14,0,0,2826,1
2562,1,105579,0,3,16332,12,0,0,2830,0
2563,1,46654,0,1,3215,6,0,0,2830,0
2564,8,518960,0,1,15700,8,200,1,2819,1
2565,1,39715,0,3,17388,12,0,0,2826,0
2566,1,199,0,1,0,0,0,0,2822,0
2567,2,6345,0,2,7719,18,0,0,2805,1
2568,1,72598,0,1,6090,8,1100,1,2804,0
2569,1,59805,0,1,2900,7,1700,5,2802,0
2570,8,10307,0,1,0,0,0,0,2808,1
2571,1,37997,0,2,11073,5,0,0,2805,0
2572,1,102083,0,3,12978,14,150,2,2780,0
2573,8,104632,0,1,26700,10,1200,7,2791,1
2574,1,18260,0,1,500,1,0,0,2780,0
2575,1,28484,0,1,350,3,0,0,2782,0
2576,1,29105,0,1,5000,1,0,0,2774,0
2577,1,49560,0,1,0,0,0,0,2770,0
2578,1,29346,0,1,150,1,150,1,2773,0
2579,3,75288,0,4,36866,20,0,0,2774,0
2580,1,42366,0,2,6293,9,0,0,2770,0
2581,1,151336,651,1,11400,6,1000,4,2742,0
2582,1,48363,0,1,790,3,0,0,2766,0
2583,2,11529,0,3,15738,15,0,0,2768,1
2584,1,61956,0,1,17500,2,0,0,2755,0
2585,8,15378,0,1,25236,9,736,3,2741,1
2586,8,85346,0,1,2835,3,0,0,2748,1
2587,1,215946,0,1,2125,10,0,0,2740,0
2588,1,66539,0,3,27894,17,0,0,2741,0
2589,2,97131,0,4,33324,19,1500,3,2727,1
2590,1,14513,0,1,0,0,0,0,2731,0
2591,1,211773,0,3,23256,30,0,0,2675,0
2592,1,45742,0,1,7625,23,250,1,2712,0
2593,2,39862,0,3,14152,18,350,2,2727,1
2594,2,75132,0,4,53001,23,400,3,2720,1
2595,1,91296,0,3,19057,16,0,0,2712,0
2596,1,117290,0,1,1754,8,0,0,2717,0
2597,1,75556,0,1,2790,6,0,0,2712,0
2598,1,5103,0,1,5103,2,0,0,2697,0
2599,8,10747,0,1,990,4,500,1,2697,1
2600,8,31789,0,1,10220,17,0,0,2699,1
2601,1,59515,0,1,3170,5,0,0,2705,0
2602,1,86913,0,2,23705,6,0,0,2691,0
2603,2,49129,0,2,16921,18,500,1,2692,1
2604,2,135408,0,5,62224,15,607,1,2697,1
2605,1,41152,10074,1,3250,19,0,0,2669,0
2606,1,145750,0,2,10986,12,0,0,2531,0
2607,8,7041,0,1,1747,12,0,0,2718,1
2608,3,273442,0,4,54625,35,2850,7,2676,0
2609,1,44514,0,1,3577,13,0,0,2657,0
2610,8,96490,0,1,2000,1,0,0,2665,1
2611,8,45050,2900,1,4875,10,500,1,2669,1
2612,2,91048,0,4,51580,20,100,1,2669,1
2613,1,20352,0,1,1900,5,500,1,2658,0
2614,2,34294,0,3,17683,14,0,0,2661,1
2615,2,59696,2586,5,63827,22,500,1,2654,1
2616,1,106155,0,1,0,0,0,0,2657,0
2617,1,29244,0,2,6252,13,0,0,2650,0
2618,1,27592,0,1,335,3,0,0,2633,0
2619,1,16128,0,1,475,3,0,0,2643,0
2620,8,51353,0,1,8114,16,2004,10,2637,1
2621,2,235422,0,2,30208,14,0,0,2629,1
2622,1,7456,0,1,0,0,0,0,2635,0
2623,1,33604,0,3,13619,16,0,0,2633,0
2624,1,24803,0,1,0,0,0,0,2623,0
2625,8,58411,0,1,2500,1,0,0,2619,1
2626,1,3273,0,1,500,1,0,0,2749,0
2627,1,28480,0,1,2644,6,0,0,2628,0
2628,1,46706,0,1,3344,16,0,0,2609,0
2629,1,102230,0,1,3406,5,500,1,2620,0
2630,1,12096,0,1,50,1,50,1,2607,0
2631,1,118487,0,1,3388,14,0,0,2592,0
2632,1,20518,0,2,5580,10,0,0,2600,0
2633,8,6280,0,1,1220,6,200,2,2578,1
2634,1,11700,0,1,0,0,0,0,2585,0
2635,8,391,0,1,9000,1,0,0,2581,1
2636,1,78305,733,1,130,3,0,0,2580,0
2637,8,145214,1692,1,3500,4,500,1,2560,1
2638,3,137760,0,5,64949,13,0,0,2580,0
2639,3,88563,0,4,42410,27,0,0,2567,0
2640,1,25748,0,1,0,0,0,0,2566,0
2641,1,27102,0,3,27102,9,0,0,2563,0
2642,2,25824,0,3,17760,20,750,2,2559,1
2643,1,23054,0,1,400,3,300,2,2553,0
2644,2,29150,0,3,13952,14,0,0,2544,1
2645,2,37529,0,4,25706,14,0,0,2558,1
2646,2,7515,0,2,13681,18,0,0,2552,1
2647,2,194576,0,4,41315,16,550,1,2539,1
2648,1,24265,0,1,1854,12,0,0,2550,0
2649,1,16773,0,1,140,2,0,0,2525,0
2650,8,5432,0,1,1000,2,1000,2,2535,1
2651,2,110480,0,4,44191,22,500,1,2539,1
2652,1,86273,0,3,35304,15,500,1,2523,0
2653,2,20674,0,3,16876,22,0,0,2528,1
2654,1,8335,0,1,3750,16,0,0,2522,0
2655,1,40893,0,1,1130,3,0,0,2518,0
2656,8,644881,2600,1,14350,28,10850,26,2511,1
2657,3,61081,0,4,37682,21,2000,4,2509,0
2658,1,27438,0,1,2528,6,2528,6,2490,0
2659,8,14748,0,1,2210,7,0,0,2497,1
2660,1,49514,0,1,4500,22,0,0,2569,0
2661,8,7457,0,1,17131,5,0,0,2496,1
2662,1,97193,0,2,13338,12,0,0,2502,0
2663,1,68456,0,2,6317,5,0,0,2488,0
2664,1,123842,0,3,24295,14,0,0,2500,0
2665,2,61285,0,5,55027,22,0,0,2412,1
2666,1,20157,0,1,1450,3,150,1,2455,0
2667,1,41073,0,3,13993,20,0,0,2493,0
2668,1,21784,0,2,6208,14,0,0,2483,0
2669,1,12868,0,1,1875,8,0,0,2483,0
2670,2,147862,0,4,44783,14,0,0,2426,1
2671,8,11836,0,1,5075,14,350,1,2479,1
2672,8,25681,1526,1,14941,20,2963,16,2468,1
2673,8,282784,3508,1,19314,17,3100,7,2460,1
2674,3,59704,0,4,57404,14,0,0,2440,0
2675,1,75279,0,1,5375,21,0,0,2459,0
2676,1,66681,0,1,4478,16,3504,12,2465,0
2677,1,72085,0,3,20310,12,150,1,2462,0
2678,1,2039,0,1,0,0,0,0,2451,0
2679,1,2214,0,1,0,0,0,0,2448,0
2680,1,16208,0,1,0,0,0,0,2451,0
2681,1,25829,0,1,1375,4,0,0,2444,0
2682,8,83217,0,1,3679,4,0,0,2447,1
2683,2,9520,0,3,12515,13,0,0,2438,1
2684,2,103215,0,3,16726,14,0,0,2427,1
2685,3,62629,0,4,36986,14,0,0,2438,0
2686,1,45603,0,2,5964,13,0,0,2432,0
2687,1,44792,0,2,9463,16,0,0,2430,0
2688,1,97535,0,1,0,0,0,0,2418,0
2689,2,60085,0,3,14714,17,0,0,2404,1
2690,2,76938,0,3,23503,13,0,0,2422,1
2691,2,2562,0,2,9075,11,1050,3,2412,1
2692,1,7685,0,1,500,4,0,0,2406,0
2693,3,102942,0,5,56780,18,0,0,2405,0
2694,8,7029,0,1,495,3,0,0,2565,1
2695,1,2119,0,1,0,0,0,0,2399,0
2696,8,207311,0,1,31000,37,12000,24,2395,1
2697,1,77753,0,3,12483,13,0,0,2377,0
2698,1,171637,0,1,4300,8,2800,7,2364,0
2699,1,35243,0,2,10046,15,1500,3,2356,0
2700,1,46186,0,2,9744,14,0,0,2364,0
2701,1,54810,0,3,19665,21,0,0,2368,0
2702,1,25637,0,1,445,3,0,0,2367,0
2703,1,35088,0,1,320,2,0,0,2362,0
2704,1,73899,0,1,2745,14,500,1,2362,0
2705,1,81171,0,1,3700,4,100,1,2348,0
2706,1,39418,0,1,700,3,200,2,2343,0
2707,8,62124,0,1,0,0,0,0,2355,1
2708,8,14134,0,1,2125,9,0,0,2312,1
2709,6,405499,1000,4,72318,46,9729,29,2329,1
2710,1,20353,0,1,1729,5,0,0,2298,0
2711,2,93154,0,4,30752,21,0,0,2333,1
2712,1,9492,0,1,781,6,250,1,2320,0
